"Typeklasse","Hoofdtype","Vegcode","HoofdLogical","Druk","Milieudruk","EffIndActie","Categorie_voorstel","Rang_voorstel","Categorie","Rang"
"Bossen en struwelen","9190","9190",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","9190","9190",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","H",2,"H",2
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",3,"H",3
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",8,"L",8
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","L",9,"L",9
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","","L",10,"L",10
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",11,"L",11
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk65","65  Toename golfslagwerking","","L",12,"L",12
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk66","66  Afname golfslagwerking","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91E0","91E0_sf",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",2,"H",2
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",2,"H",2
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","H",3,"H",3
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91E0","91E0_va",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",2,"H",2
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",3,"M",3
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk4.1","4.1 Verzuring via de lucht","BEHOUD","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91E0","91E0_vc",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",2,"H",2
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",3,"M",3
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",6,"L",6
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91E0","91E0_vm",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","H",2,"H",2
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",3,"M",3
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",5,"M",5
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",6,"M",6
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",7,"L",7
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91E0","91E0_vn",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","","H",1,"H",1
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",2,"M",2
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",2,"M",2
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",3,"M",3
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",4,"M",4
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",5,"L",5
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91E0","91E0_vo",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",1,"H",1
"Bossen en struwelen","91F0","91F0",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","H",2,"H",2
"Bossen en struwelen","91F0","91F0",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","","H",3,"H",3
"Bossen en struwelen","91F0","91F0",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","H",4,"H",4
"Bossen en struwelen","91F0","91F0",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",4,"H",4
"Bossen en struwelen","91F0","91F0",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",5,"M",5
"Bossen en struwelen","91F0","91F0",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",5,"M",5
"Bossen en struwelen","91F0","91F0",TRUE,"Druk4.1","4.1 Verzuring via de lucht","BEHOUD","M",5,"M",5
"Bossen en struwelen","91F0","91F0",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","M",5,"M",5
"Bossen en struwelen","91F0","91F0",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",6,"L",6
"Bossen en struwelen","91F0","91F0",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","L",6,"L",6
"Bossen en struwelen","91F0","91F0",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"P",
"Bossen en struwelen","91F0","91F0",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",1,"H",1
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk7.2","7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)","","H",2,"H",2
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",3,"M",3
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk7.1","7.1 Verzoeting via het grondwater","","M",3,"M",3
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","M",3,"M",3
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","M",3,"M",3
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk65","65  Toename golfslagwerking","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk66","66  Afname golfslagwerking","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk9.1","9.1 Geluid en trillingen","",,,"P",
"Zoete en brakke wateren","rbbah","rbbah",TRUE,"Druk9.2","9.2 Licht en straling","",,,"P",
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",2,"H",2
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"H",3
"(Half-)natuurlijke graslanden","rbbhc","rbbhc",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","H",4,"H",4
