Typeklasse,Hoofdtype,Vegcode,HoofdLogical,Druk,Milieudruk,EffIndActie,Categorie_voorstel,Rang_voorstel,Rang,Categorie
Zoete en brakke wateren,3160,3160,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,1,1,H
Zoete en brakke wateren,3160,3160,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,5,6,L
Zoete en brakke wateren,3160,3160,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,4,4,M
Zoete en brakke wateren,3160,3160,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,2,2,H
Zoete en brakke wateren,3160,3160,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,M,4,4,M
Zoete en brakke wateren,3160,3160,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,3,3,H
Zoete en brakke wateren,3160,3160,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk65,65  Toename golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3160,3160,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,NA,NA,NA,5,L
Zoete en brakke wateren,3160,3160,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,NA,NA,NA,5,L
Zoete en brakke wateren,3160,3160,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),NA,NA,NA,5,L
Zoete en brakke wateren,3160,3160,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Zoete en brakke wateren,3160,3160,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
Zoete en brakke wateren,3160,3160,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,6,7,L
Zoete en brakke wateren,3260,3260,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,6,7,L
Zoete en brakke wateren,3260,3260,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Zoete en brakke wateren,3260,3260,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,M,4,4,M
Zoete en brakke wateren,3260,3260,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,5,6,L
Zoete en brakke wateren,3260,3260,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,NA,NA,NA,5,L
Zoete en brakke wateren,3260,3260,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,H,2,2,H
Zoete en brakke wateren,3260,3260,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,1,1,H
Zoete en brakke wateren,3260,3260,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,L,5,6,L
Zoete en brakke wateren,3260,3260,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,M,4,4,M
Zoete en brakke wateren,3260,3260,TRUE,Druk65,65  Toename golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,6,7,L
Zoete en brakke wateren,3260,3260,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,NA,NA,NA,5,L
Zoete en brakke wateren,3260,3260,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,M,4,4,M
Zoete en brakke wateren,3260,3260,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,H,3,3,H
Zoete en brakke wateren,3260,3260,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Zoete en brakke wateren,3260,3260,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3260,3260,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,4,4,M
Zoete en brakke wateren,3270,3270,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,5,5,L
Zoete en brakke wateren,3270,3270,TRUE,Druk103,103 Klimaatverandering: zeespiegelstijging,0nvt,L,5,5,L
Zoete en brakke wateren,3270,3270,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,2,2,H
Zoete en brakke wateren,3270,3270,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,H,2,2,H
Zoete en brakke wateren,3270,3270,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,L,5,5,L
Zoete en brakke wateren,3270,3270,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,L,5,5,L
Zoete en brakke wateren,3270,3270,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,6,6,L
Zoete en brakke wateren,3270,3270,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,H,3,3,H
Zoete en brakke wateren,3270,3270,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,H,1,1,H
Zoete en brakke wateren,3270,3270,TRUE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,H,1,1,H
Zoete en brakke wateren,3270,3270,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk65,65  Toename golfslagwerking,0nvt,M,4,4,M
Zoete en brakke wateren,3270,3270,TRUE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,L,6,6,L
Zoete en brakke wateren,3270,3270,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,P
Zoete en brakke wateren,3270,3270,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,P
Zoete en brakke wateren,3270,3270,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Zoete en brakke wateren,3270,3270,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,L,5,5,L
Zoete en brakke wateren,3270,3270,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,7,7,L
Heiden,4010,4010,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,8,8,L
Heiden,4010,4010,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,L,5,5,L
Heiden,4010,4010,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,L,5,5,L
Heiden,4010,4010,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,1,1,H
Heiden,4010,4010,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,M,3,3,M
Heiden,4010,4010,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,L,4,4,L
Heiden,4010,4010,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,2,2,H
Heiden,4010,4010,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,6,6,L
Heiden,4010,4010,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Heiden,4010,4010,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Heiden,4010,4010,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,S
Heiden,4010,4010,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,5,4,L
Heiden,4030,4030,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,5,4,L
Heiden,4030,4030,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,L,5,4,L
Heiden,4030,4030,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,L,4,3,L
Heiden,4030,4030,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,1,1,H
Heiden,4030,4030,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,2,2,H
Heiden,4030,4030,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Heiden,4030,4030,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,S
Heiden,4030,4030,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,5,5,M
Thermofiel struikgewas,5130,5130,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,M,6,6,M
Thermofiel struikgewas,5130,5130,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,L,7,7,L
Thermofiel struikgewas,5130,5130,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,H,2,2,H
Thermofiel struikgewas,5130,5130,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,1,1,H
Thermofiel struikgewas,5130,5130,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,3,3,H
Thermofiel struikgewas,5130,5130,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,8,8,L
Thermofiel struikgewas,5130,5130,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,M,4,4,M
Thermofiel struikgewas,5130,5130,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Thermofiel struikgewas,5130,5130,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Thermofiel struikgewas,5130,5130,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,1,5,M
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,12,9,M
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,10,7,M
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,M,6,2,H
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,1,6,M
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,8,8,M
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,M,3,10,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,4,4,M
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,9,11,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,M,7,3,H
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,M,5,1,H
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,6120,6120,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,1,1,H
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,8,9,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,9,10,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,2,2,H
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,3,3,H
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,H,4,4,H
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,5,5,M
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,6,7,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,9,10,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,8,9,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,8,6,M
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,1,1,H
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,8,9,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,9,10,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,2,2,H
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,3,3,H
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,H,4,4,H
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,5,5,M
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,6,7,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,9,10,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,8,9,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,8,6,M
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,7,7,L
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,7,7,L
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,7,7,L
